ingredient,canonical_name,groq_confidence,fda_search_term,brand_names,generic_names,manufacturers,dosage_forms,warnings_count,interactions_count,adverse_count,indications_count,first_warning,first_interaction,first_adverse,first_indication
sucralose,sucralose,1.0,sucralose,Artificial Sweetener Detox 6034 | Aspartame/MSG Detox,"ARTIFICIAL SWEETENER DETOX | CHELIDONIUM MAJUS, ARNICA MONTANA, PHYTOLACCA DECANDRA, NITRICUM ACIDUM, NUX VOMICA, PHOSPHORICUM ACIDUM, BISPHENOL A (BPA), DEXTROSE, MALTODEXTRIN, SUCRALOSE, ASPARTIC ACID, DIKETOPIPERAZINE, DOPAMINE HYDROCHLORIDE, FORMALINUM, FORMICUM ACIDUM, L-PHENYLALANINE, METHYL ALCOHOL, MONOSODIUM GLUTAMATE","Deseret Biologicals, Inc. | Professional Complementary Health Formulas",,6,0,0,1,WARNINGS Consult a doctor if condition worsens or symptoms persist,,,"INDICATIONS For the temporary relief of occasional headache, bloating, nausea or vomiting, diarrhea, difficulty breathing, cough, runny nose, skin irritation, itchy eyes, or irritability due to sensitivity to or exposure to artificial sweeteners.*"
sugammadex,sugammadex,1.0,sugammadex,BRIDION,SUGAMMADEX,"Medical Purchasing Solutions, LLC | Merck Sharp & Dohme LLC | ProPharma Distribution",,0,10,10,2,,7 DRUG INTERACTIONS Toremifene : Concomitant use can delay recovery,"6 ADVERSE REACTIONS The following serious adverse reactions are described elsewhere in the labeling: Anaphylaxis and Hypersensitivity [see Contraindications (4) , Warnings and Precautions (5.1) ] Marked Bradycardia [see Warnings and Precautions (5.2) ] Most common adverse reactions (reported in ≥10%",1 INDICATIONS AND USAGE BRIDION ® is indicated for the reversal of neuromuscular blockade induced by rocuronium bromide and vecuronium bromide in adult and pediatric patients undergoing surgery
sulbactam,sulbactam,0.99,sulbactam,Ampicillin and Sulbactam | UNASYN,AMPICILLIN SODIUM AND SULBACTAM SODIUM,Meitheal Pharmaceuticals Inc. | Roerig,,10,6,13,5,WARNINGS Hypersensitivity Serious and occasionally fatal hypersensitivity (anaphylactic) reactions have been reported in patients on penicillin therapy,Drug Interactions Probenecid decreases the renal tubular secretion of ampicillin and sulbactam,ADVERSE REACTIONS Adult Patients Ampicillin and sulbactam for injection is generally well tolerated,INDICATIONS AND USAGE Ampicillin and sulbactam for injection is indicated for the treatment of infections due to susceptible strains of the designated microorganisms in the conditions listed below
sulconazole,sulconazole,0.99,sulconazole,Exelderm | Sulconazole Nitrate,SULCONAZOLE NITRATE,JG Pharma | Journey Medical Corporation,,0,0,3,2,,,ADVERSE REACTIONS There were no systemic effects and only infrequent cutaneous adverse reactions in 1185 patients treated with sulconazole nitrate cream in controlled clinical trials,"INDICATIONS AND USAGE EXELDERM (sulconazole nitrate, USP) CREAM, 1.0% is an antifungal agent indicated for the treatment of tinea pedis (athlete's foot), tinea cruris, and tinea corporis caused by Trichophyton rubrum, Trichophyton mentagro-phytes, Epidermophyton floccosum, and Microsporum canis,* an"
sulfacetamide,sulfacetamide,0.99,sulfacetamide,OvacePlus Plus | SODIUM SULFACETAMIDE AND SULFUR | Sodium Sulfacetamide,"SODIUM SULFACETAMIDE | SULFACETAMIDE SODIUM | SULFACETAMIDE SODIUM, SULFUR","BioComp Pharma, Inc. | Laser Pharmaceuticals, LLC | Mission Pharmacal Company",,5,2,2,1,WARNINGS: Sulfonamides are known to cause Stevens-Johnson syndrome in hypersensitive individuals,Drug Interactions: ,ADVERSE REACTIONS: Reports of irritation and hypersensitivity to sodium sulfacetamide are uncommon,"INDICATIONS: This product is indicated for use in the topical control of acne vulgaris, acne rosacea and seborrheic dermatitis"
sulfacetamide sodium,sulfacetamide,0.99,sulfacetamide,OvacePlus Plus | SODIUM SULFACETAMIDE AND SULFUR | Sodium Sulfacetamide,"SODIUM SULFACETAMIDE | SULFACETAMIDE SODIUM | SULFACETAMIDE SODIUM, SULFUR","BioComp Pharma, Inc. | Laser Pharmaceuticals, LLC | Mission Pharmacal Company",,5,2,2,1,WARNINGS: Sulfonamides are known to cause Stevens-Johnson syndrome in hypersensitive individuals,Drug Interactions: ,ADVERSE REACTIONS: Reports of irritation and hypersensitivity to sodium sulfacetamide are uncommon,"INDICATIONS: This product is indicated for use in the topical control of acne vulgaris, acne rosacea and seborrheic dermatitis"
sulindac,sulindac,0.99,sulindac,SULINDAC,SULINDAC,"Major Pharmaceuticals | PD-Rx Pharmaceuticals, Inc. | PuraCap Laboratories LLC dba Blu Pharmaceuticals",,10,10,15,5,"WARNINGS CARDIOVASCULAR EFFECTS Cardiovascular Thrombotic Events Clinical trials of several COX-2 selective and nonselective NSAIDs of up to three years duration have shown an increased risk of serious cardiovascular (CV) thrombotic events, including myocardial infarction (MI) and stroke, which can ",Drug Interactions ACE-Inhibitors and Angiotensin II Antagonists Reports suggest that NSAIDs may diminish the antihypertensive effect of ACE-inhibitors and angiotensin II antagonists,ADVERSE REACTIONS The following adverse reactions were reported in clinical trials or have been reported since the drug was marketed,INDICATIONS AND USAGE Carefully consider the potential benefits and risks of sulindac and other treatment options before deciding to use sulindac
sulphacetamide,sulfacetamide,0.99,sulfacetamide,OvacePlus Plus | SODIUM SULFACETAMIDE AND SULFUR | Sodium Sulfacetamide,"SODIUM SULFACETAMIDE | SULFACETAMIDE SODIUM | SULFACETAMIDE SODIUM, SULFUR","BioComp Pharma, Inc. | Laser Pharmaceuticals, LLC | Mission Pharmacal Company",,5,2,2,1,WARNINGS: Sulfonamides are known to cause Stevens-Johnson syndrome in hypersensitive individuals,Drug Interactions: ,ADVERSE REACTIONS: Reports of irritation and hypersensitivity to sodium sulfacetamide are uncommon,"INDICATIONS: This product is indicated for use in the topical control of acne vulgaris, acne rosacea and seborrheic dermatitis"
sulphadiazine,sulfadiazine,0.99,sulfadiazine,SSD Cream | Silver Sulfadiazine,SILVER SULFADIAZINE,A-S Medication Solutions | Bryant Ranch Prepack | ST. MARY'S MEDICAL PARK PHARMACY,,8,0,9,1,WARNINGS Absorption of silver sulfadiazine varies depending upon the percent of body surface area and the extent of the tissue damage,,ADVERSE REACTIONS Several cases of transient leukopenia have been reported in patients receiving silver sulfadiazine therapy,"INDICATIONS AND USAGE Silver sulfadiazine cream, USP 1% is a topical antimicrobial drug indicated as an adjunct for the prevention and treatment of wound sepsis in patients with second and third degree burns"
sulphamethoxazole,sulfamethoxazole,0.99,sulfamethoxazole,Sulfamethoxazole and Trimethoprim,SULFAMETHOXAZOLE AND TRIMETHOPRIM,A-S Medication Solutions | Quality Care Products LLC,,10,10,11,5,"WARNINGS Embryofetal Toxicity Some epidemiologic studies suggest that exposure to sulfamethoxazole and trimethoprim during pregnancy may be associated with an increased risk of congenital malformations, particularly neural tube defects, cardiovascular malformations, urinary tract defects, oral cleft",Drug Interactions Potential for Sulfamethoxazole and Trimethoprim to Affect Other Drugs Trimethoprim is an inhibitor of CYP2C8 as well as OCT2 transporter,"ADVERSE REACTIONS The most common adverse effects are gastrointestinal disturbances (nausea, vomiting, anorexia) and allergic skin reactions (such as rash and urticaria)","INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of sulfamethoxazole and trimethoprim tablets, USP and other antibacterial drugs, sulfamethoxazole and trimethoprim tablets, USP should be used only to treat or prevent infections that are proven"
sulphasalazine,sulfasalazine,0.99,sulfasalazine,Sulfasalazine,SULFASALAZINE,"Chartwell RX, LLC. | Mylan Pharmaceuticals Inc. | Rising Pharma Holdings, Inc.",,10,4,8,1,"WARNINGS Hepatic, Renal, and Hematologic Toxicity or Other Conditions Only after critical appraisal should Sulfasalazine Tablets be given to patients with hepatic or renal damage or blood dyscrasias",Drug Interactions: Reduced absorption of folic acid and digoxin have been reported when those agents were administered concomitantly with sulfasalazine,"ADVERSE REACTIONS The most common adverse reactions associated with sulfasalazine are anorexia, headache, nausea, vomiting, gastric distress, and apparently reversible oligospermia","INDICATIONS AND USAGE Sulfasalazine Tablets are indicated: a) in the treatment of mild to moderate ulcerative colitis, and as adjunctive therapy in severe ulcerative colitis; and b) for the prolongation of the remission period between acute attacks of ulcerative colitis"
sulpher,sulfur,0.95,sulfur,Histastat Pollen | MEB Gluco-Vitality Patch | MEB PainGuard Patch | Vital Immune Booster,"APIS MELLIFICA, BORAX, CARDUUS MARIANUS, CISTUS CANADENSIS, ECHINACEA (ANGUSTIFOLIA), GALIUM APARINE, HEPAR SUIS, HEPAR SULPHURIS CALCAREUM, HUMAN GROWTH HORMONE, HYPOPHYSIS SUIS, NITRICUM ACIDUM, PHYTOLACCA DECANDRA, SULPHUR, THUJA OCCIDENTALIS, THYMUS SUIS | BAPTISIA TINCTORIA, ECHINACEA (ANGUSTIFOLIA), ADRENALINUM, ALLIUM CEPA, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, EUPHRASIA OFFICINALIS, HISTAMINUM HYDROCHLORICUM, NATRUM MURIATICUM, NATRUM SULPHURICUM, NUX VOMICA, PHOSPHORUS, PULSATILLA (PRATENSIS), SABADILLA, SINAPIS NIGRA, SOLIDAGO VIRGAUREA, SULPHUR, WYETHIA HELENIOIDES | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH","Energique, Inc. | Kadesh Incoporation Co,Ltd | Liddell Laboratories, Inc.",,5,0,0,2,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,"INDICATIONS: May temporarily relieve sinus congestion, runny nose, and sneezing.** **Claims based on traditional homeopathic practice, not accepted medical evidence"
sulphide,sulfide,0.95,sulfide,EMF Protect and Balance | Sinusitis Drops 2060 | Vital Immune Booster,"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE | APIS MELLIFICA, BORAX, CARDUUS MARIANUS, CISTUS CANADENSIS, ECHINACEA (ANGUSTIFOLIA), GALIUM APARINE, HEPAR SUIS, HEPAR SULPHURIS CALCAREUM, HUMAN GROWTH HORMONE, HYPOPHYSIS SUIS, NITRICUM ACIDUM, PHYTOLACCA DECANDRA, SULPHUR, THUJA OCCIDENTALIS, THYMUS SUIS | SINUSITIS DROPS","Deseret Biologicals, Inc. | Liddell Laboratories, Inc. | Professional Complementary Health Formulas",,6,0,0,1,"WARNINGS If symptoms do not improve or are accompanied by fever, consult a doctor",,,"INDICATIONS For the temporary relief of runny nose, nasal congestion, headache, or mild facial or ear pain due to a cold, hay fever, or other upper respiratory allergies.*"
sulphur ppt,sulfur,0.95,sulfur,Histastat Pollen | MEB Gluco-Vitality Patch | MEB PainGuard Patch | Vital Immune Booster,"APIS MELLIFICA, BORAX, CARDUUS MARIANUS, CISTUS CANADENSIS, ECHINACEA (ANGUSTIFOLIA), GALIUM APARINE, HEPAR SUIS, HEPAR SULPHURIS CALCAREUM, HUMAN GROWTH HORMONE, HYPOPHYSIS SUIS, NITRICUM ACIDUM, PHYTOLACCA DECANDRA, SULPHUR, THUJA OCCIDENTALIS, THYMUS SUIS | BAPTISIA TINCTORIA, ECHINACEA (ANGUSTIFOLIA), ADRENALINUM, ALLIUM CEPA, AMBROSIA ARTEMISIAEFOLIA, ARSENICUM ALBUM, EUPHRASIA OFFICINALIS, HISTAMINUM HYDROCHLORICUM, NATRUM MURIATICUM, NATRUM SULPHURICUM, NUX VOMICA, PHOSPHORUS, PULSATILLA (PRATENSIS), SABADILLA, SINAPIS NIGRA, SOLIDAGO VIRGAUREA, SULPHUR, WYETHIA HELENIOIDES | MEB GLUCO-VITALITY PATCH | MEB PAINGUARD PATCH","Energique, Inc. | Kadesh Incoporation Co,Ltd | Liddell Laboratories, Inc.",,5,0,0,2,"WARNINGS: If pregnant or breast-feeding, ask a health professional before use",,,"INDICATIONS: May temporarily relieve sinus congestion, runny nose, and sneezing.** **Claims based on traditional homeopathic practice, not accepted medical evidence"
sumatriptan,sumatriptan,1.0,sumatriptan,Sumatriptan | TOSYMRA,SUMATRIPTAN,"Caplin Steriles Limited | NuCare Pharmaceuticals,Inc. | Upsher-Smith Laboratories, LLC",,0,6,6,5,,7 DRUG INTERACTIONS 7.1 Ergot-Containing Drugs Ergot-containing drugs have been reported to cause prolonged vasospastic reactions,"6 ADVERSE REACTIONS The following serious adverse reactions are described below and elsewhere in the labeling: · Myocardial ischemia, myocardial infarction, and Prinzmetal’s angina [see Warnings and Precautions (5.1)] · Arrhythmias [see Warnings and Precautions (5.2)] · Chest, throat, neck, and/or j","1 INDICATIONS AND USAGE Sumatriptan Injection, USP is indicated in adults for (1) the acute treatment of migraine, with or without aura, and (2) the acute treatment of cluster headache"
sunitinib,sunitinib,0.95,sunitinib,Sunitinib Malate | Sunitinib malate,SUNITINIB MALATE,AvKARE | Novugen Pharma (USA) LLC. | Sun Pharmaceutical Industries Inc.,,0,10,6,5,,7 DRUG INTERACTIONS CYP3A4 Inhibitors : Consider dose reduction of sunitinib malate when administered with strong CYP3A4 inhibitors,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling,1 INDICATIONS AND USAGE Sunitinib malate is a kinase inhibitor indicated for: treatment of adult patients with gastrointestinal stromal tumor (GIST) after disease progression on or intolerance to imatinib mesylate
syrup pectoral,ammonium chloride,0.95,ammonium chloride,Ammonium Muriaticum | Respiro-Pro T016 | Sciatic Nerve Formula,"AESCULUS HIPPOCASTANUM, AMMONIUM MURIATICUM, ARSENICUM ALBUM, BELLADONNA, CAPSICUM ANNUUM, CAUSTICUM, COLCHICUM AUTUMNALE, COLOCYNTHIS, GNAPHALIUM POLYCEPHALUM, HYPERICUM PERFORATUM, IGNATIA AMARA, KALMIA, MAGNESIA PHOSPHORICA, RHUS TOX AND RUTA GRAVEOLENS. | AMMONIUM MURIATICUM | AMMONIUM MURIATICUM, ANTIMONIUM TARTARICUM, ARSENICUM ALBUM, BRYONIA (ALBA), CALCAREA CARBONICA, LOBELIA INFLATA, NATRUM SULPHURICUM, PHOSPHORUS, SPONGIA TOSTA","Guangzhou Renuma Medical Systems Co., Ltd | Hahnemann Laboratories, INC. | King Bio Inc.",,2,0,0,1,Warnings Stop use and consult a doctor if symptoms worsen or persist for more than 7 days,,,"Uses † for temporary relief of: low back, leg, hip, and joint pain nerve inflammation numbness and tingling weakness in back and legs † Claims based on traditional Homeopathic practice, not accepted medical evidence, not FDA evaluated"
tacrolimus,tacrolimus,0.95,tacrolimus,Tacrolimus | tacrolimus,TACROLIMUS | TACROLIMUS EXTENDED-RELEASE CAPSULES,"Biocon Pharma Inc. | Chengdu Suncadia Medicine Co., Ltd. | Major Pharmaceuticals",,0,9,6,5,,7 DRUG INTERACTIONS Risk of rejection with strong CYP3A inducers and risk of serious adverse reactions with strong CYP3A inhibitors: Adjust dose and monitor tacrolimus concentrations,6 ADVERSE REACTIONS The following clinically significant adverse drug reactions are discussed in greater detail in other sections of labeling: Lymphoma and Other Malignancies [see Warnings and Precautions ( 5.1 )] Serious Infections [see Warnings and Precautions ( 5.2 )] Increased Mortality in Femal,"1 INDICATIONS AND USAGE Tacrolimus extended-release capsules is indicated for the prophylaxis of organ rejection in kidney transplant patients in combination with other immunosuppressants in adult patients who can swallow capsules intact [see Clinical Studies ( 14.1 ), ( 14.2 )] "
tadalafil,tadalafil,0.95,tadalafil,TADALAFIL | Tadalafil | tadalafil,TADALAFIL,"A-S Medication Solutions | Aurobindo Pharma Limited | Solco Healthcare US, LLC",,0,10,8,5,,"7 DRUG INTERACTIONS Tadalafil tablets can potentiate the hypotensive effects of nitrates, alpha-blockers, antihypertensives or alcohol ( 7.1 )","6 ADVERSE REACTIONS Most common adverse reactions (≥2%) include headache, dyspepsia, back pain, myalgia, nasal congestion, flushing, and pain in limb ( 6.1 )",1 INDICATIONS AND USAGE Tadalafil is a phosphodiesterase 5 (PDE5) inhibitor indicated for the treatment of: erectile dysfunction (ED) ( 1.1 ) the signs and symptoms of benign prostatic hyperplasia (BPH) ( 1.2 ) ED and the signs and symptoms of BPH (ED/BPH) ( 1.3 ) If tadalafil is used with finasteri
tafluprost,tafluprost,1.0,tafluprost,Tafluprost | Tafluprost Ophthalmic,TAFLUPROST,"Ingenus Pharmaceuticals, LLC | Prasco Laboratories | Sandoz Inc",,0,0,11,2,,,6 ADVERSE REACTIONS Most common ocular adverse reaction is conjunctival hyperemia (range 4% – 20%),"1 INDICATIONS AND USAGE Tafluprost ophthalmic solution, 0.0015% is indicated for reducing elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension"
talazoparib,talazoparib,1.0,talazoparib,Talzenna,TALAZOPARIB,Pfizer Laboratories Div Pfizer Inc | U.S. Pharmaceuticals,,0,10,11,5,,7 DRUG INTERACTIONS,6 ADVERSE REACTIONS The following clinically significant adverse reactions are described elsewhere in the labeling:,1 INDICATIONS AND USAGE TALZENNA is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for: Breast Cancer
tamoxifen,tamoxifen,0.95,tamoxifen,SOLTAMOX | Tamoxifen Citrate,TAMOXIFEN CITRATE,A-S Medication Solutions | Mayne Pharma | Mylan Pharmaceuticals Inc.,,10,10,9,5,"WARNINGS Effects in Metastatic Breast Cancer Patients: As with other additive hormonal therapy (estrogens and androgens), hypercalcemia has been reported in some breast cancer patients with bone metastases within a few weeks of starting treatment with tamoxifen",7 DRUG INTERACTIONS Anastrozole and letrozole: Should not be used in combination with tamoxifen,"6 ADVERSE REACTIONS The following serious adverse reactions are discussed below and elsewhere in the labeling: Uterine malignancies [see Boxed Warning , Warnings and Precautions (5.1) , and Clinical Studies (14.4) ] Thromboembolic events [see Boxed Warning , Warnings and Precautions (5.2) , and Clin",1 INDICATIONS AND USAGE SOLTAMOX is an estrogen agonist/antagonist indicated: For treatment of adult patients with estrogen receptor-positive metastatic breast cancer ( 1.1 ) For adjuvant treatment of adult patients with early stage estrogen receptor
tamsulosin,tamsulosin,1.0,tamsulosin,Tamsulosin Hydrochloride | tamsulosin hydrochloride,TAMSULOSIN HYDROCHLORIDE,"A-S Medication Solutions | Proficient Rx LP | XLCare Pharmaceuticals, Inc.",,0,10,10,3,,7 DRUG INTERACTIONS,"6 ADVERSE REACTIONS The most common adverse events (≥2% of patients and at a higher incidence than placebo) with the 0.4 mg dose or 0.8 mg dose were headache, dizziness, rhinitis, infection, abnormal ejaculation, asthenia, back pain, diarrhea, pharyngitis, chest pain, cough increased, somnolence, na",1 INDICATIONS AND USAGE Tamsulosin hydrochloride capsules are indicated for the treatment of the signs and symptoms of benign prostatic hyperplasia (BPH) [see Clinical Studies (14)]
tannic acid,tannic acid,0.99,tannic acid,Moisturizing Antibacterial | Naproxen,BENZALKONIUM CHLORIDE | NAPROXEN,A-S Medication Solutions | Walmart Inc.,,8,2,4,1,WARNINGS NOT FOR INJECTION,Drug Interactions: Specific drug interaction studies have not been conducted with ofloxacin ophthalmic solution,ADVERSE REACTIONS Ophthalmic use: The most frequently reported drug-related adverse reaction was transient ocular burning or discomfort,INDICATIONS AND USAGE Ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below:
